,member_id,contract_id,value
1573,68,9,-8
1574,68,10,-6
1575,68,11,-12
1576,68,12,-15
1577,68,13,-15
1578,68,14,-11
1579,68,15,14
1580,68,16,11
1581,68,17,7
1582,68,18,6
1583,68,19,-16
1584,68,20,-8
1585,68,21,15
1586,68,22,4
1587,69,0,-4
1588,69,1,-13
1589,69,2,-2
1590,69,3,-6
1591,69,4,12
1592,69,5,19
1593,69,6,9
1594,69,7,-8
1595,69,8,-10
1596,69,9,12
1597,69,10,-18
1598,69,11,-11
1599,69,12,20
1600,69,13,19
1601,69,14,5
1602,69,15,-15
1603,69,16,-20
1604,69,17,-16
1605,69,18,-14
1606,69,19,-9
1607,69,20,6
1608,69,21,15
1609,69,22,-4
1610,70,0,-16
1611,70,1,-9
1612,70,2,14
1613,70,3,-6
1614,70,4,-1
1615,70,5,-8
1616,70,6,12
1617,70,7,-5
1618,70,8,-4
1619,70,9,-10
1620,70,10,12
1621,70,11,-2
1622,70,12,4
1623,70,13,-1
1624,70,14,13
1625,70,15,-15
1626,70,16,19
1627,70,17,-5
1628,70,18,4
1629,70,19,-4
1630,70,20,-3
1631,70,21,-2
1632,70,22,-19
1633,71,0,14
1634,71,1,-19
1635,71,2,2
1636,71,3,4
1637,71,4,5
1638,71,5,11
1639,71,6,-1
1640,71,7,-5
1641,71,8,-12
1642,71,9,-17
1643,71,10,17
1644,71,11,1
1645,71,12,-1
1646,71,13,-7
1647,71,14,-18
1648,71,15,15
1649,71,16,-2
1650,71,17,1
1651,71,18,-1
1652,71,19,10
1653,71,20,-12
1654,71,21,0
1655,71,22,-16
1656,72,0,20
1657,72,1,-12
1658,72,2,-3
1659,72,3,-20
1660,72,4,0
1661,72,5,17
1662,72,6,12
1663,72,7,-5
1664,72,8,13
1665,72,9,7
1666,72,10,-9
1667,72,11,16
1668,72,12,-19
1669,72,13,1
1670,72,14,-10
1671,72,15,-15
1672,72,16,-13
1673,72,17,-10
1674,72,18,19
1675,72,19,19
1676,72,20,12
1677,72,21,4
1678,72,22,5
1679,73,0,0
1680,73,1,17
1681,73,2,-9
1682,73,3,-16
1683,73,4,13
1684,73,5,12
1685,73,6,9
1686,73,7,19
1687,73,8,17
1688,73,9,10
1689,73,10,18
1690,73,11,-4
1691,73,12,17
1692,73,13,20
1693,73,14,-8
1694,73,15,-4
1695,73,16,15
1696,73,17,-11
1697,73,18,11
1698,73,19,18
1699,73,20,3
1700,73,21,14
1701,73,22,-3
1702,74,0,15
1703,74,1,-3
1704,74,2,10
1705,74,3,-13
1706,74,4,-12
1707,74,5,14
1708,74,6,-1
1709,74,7,7
1710,74,8,18
1711,74,9,10
1712,74,10,6
1713,74,11,-20
1714,74,12,-10
1715,74,13,-15
1716,74,14,5
1717,74,15,7
1718,74,16,12
1719,74,17,11
1720,74,18,-7
1721,74,19,-13
1722,74,20,-16
1723,74,21,-8
1724,74,22,-2
1725,75,0,-3
1726,75,1,-9
1727,75,2,12
1728,75,3,0
1729,75,4,4
1730,75,5,2
1731,75,6,-2
1732,75,7,-9
1733,75,8,7
1734,75,9,-11
1735,75,10,-14
1736,75,11,-12
1737,75,12,14
1738,75,13,9
1739,75,14,-5
1740,75,15,-8
1741,75,16,-12
1742,75,17,17
1743,75,18,-20
1744,75,19,15
1745,75,20,-18
1746,75,21,17
1747,75,22,18
1748,76,0,16
1749,76,1,16
1750,76,2,-13
1751,76,3,-6
1752,76,4,-13
1753,76,5,-19
1754,76,6,20
1755,76,7,12
1756,76,8,-7
1757,76,9,7
1758,76,10,15
1759,76,11,-19
1760,76,12,-15
1761,76,13,10
1762,76,14,5
1763,76,15,-13
1764,76,16,-4
1765,76,17,-16
1766,76,18,-4
1767,76,19,18
1768,76,20,4
1769,76,21,1
1770,76,22,-3
1771,77,0,13
1772,77,1,-2
1773,77,2,18
1774,77,3,17
1775,77,4,-18
1776,77,5,6
1777,77,6,-10
1778,77,7,13
1779,77,8,19
1780,77,9,-8
1781,77,10,5
1782,77,11,20
1783,77,12,7
1784,77,13,-3
1785,77,14,11
1786,77,15,-3
1787,77,16,-2
1788,77,17,-18
1789,77,18,-6
1790,77,19,5
1791,77,20,-19
1792,77,21,5
1793,77,22,-5
1794,78,0,3
1795,78,1,0
1796,78,2,16
1797,78,3,17
1798,78,4,18
1799,78,5,10
1800,78,6,-6
1801,78,7,-7
1802,78,8,-11
1803,78,9,-9
1804,78,10,-16
1805,78,11,-2
1806,78,12,-14
1807,78,13,5
1808,78,14,15
1809,78,15,3
1810,78,16,-10
1811,78,17,-1
1812,78,18,-4
1813,78,19,-1
1814,78,20,15
1815,78,21,17
1816,78,22,17
1817,79,0,17
1818,79,1,-8
1819,79,2,-3
1820,79,3,6
1821,79,4,-13
1822,79,5,17
1823,79,6,1
1824,79,7,1
1825,79,8,-2
1826,79,9,-2
1827,79,10,-10
1828,79,11,3
1829,79,12,8
1830,79,13,-12
1831,79,14,-6
1832,79,15,20
1833,79,16,-14
1834,79,17,-7
1835,79,18,-16
1836,79,19,2
1837,79,20,-5
1838,79,21,18
1839,79,22,12
1840,80,0,12
1841,80,1,-4
1842,80,2,-1
1843,80,3,17
1844,80,4,-8
1845,80,5,-2
1846,80,6,14
1847,80,7,11
1848,80,8,18
1849,80,9,-13
1850,80,10,-15
1851,80,11,10
1852,80,12,18
1853,80,13,-16
1854,80,14,1
1855,80,15,-4
1856,80,16,-2
1857,80,17,0
1858,80,18,18
1859,80,19,10
1860,80,20,10
1861,80,21,15
1862,80,22,2
1863,81,0,-15
1864,81,1,16
1865,81,2,-15
1866,81,3,-8
1867,81,4,-17
1868,81,5,-8
1869,81,6,17
1870,81,7,16
1871,81,8,-6
1872,81,9,-19
1873,81,10,20
1874,81,11,-15
1875,81,12,-16
1876,81,13,-11
1877,81,14,18
1878,81,15,9
1879,81,16,-2
1880,81,17,-4
1881,81,18,-14
1882,81,19,-16
1883,81,20,13
1884,81,21,-4
1885,81,22,8
1886,82,0,5
1887,82,1,17
1888,82,2,6
1889,82,3,-13
1890,82,4,18
1891,82,5,-12
1892,82,6,-6
1893,82,7,2
1894,82,8,-20
1895,82,9,5
1896,82,10,-10
1897,82,11,7
1898,82,12,12
1899,82,13,6
1900,82,14,3
1901,82,15,16
1902,82,16,19
1903,82,17,19
1904,82,18,9
1905,82,19,0
1906,82,20,16
1907,82,21,-8
1908,82,22,4
1909,83,0,-1
1910,83,1,-19
1911,83,2,10
1912,83,3,-19
1913,83,4,-19
1914,83,5,-4
1915,83,6,1
1916,83,7,-10
1917,83,8,-18
1918,83,9,6
1919,83,10,2
1920,83,11,-20
1921,83,12,-13
1922,83,13,16
1923,83,14,-17
1924,83,15,8
1925,83,16,-20
1926,83,17,0
1927,83,18,-20
1928,83,19,-18
1929,83,20,-18
1930,83,21,-1
1931,83,22,12
1932,84,0,-3
1933,84,1,-7
1934,84,2,-18
1935,84,3,-10
1936,84,4,16
1937,84,5,-16
1938,84,6,4
1939,84,7,-14
1940,84,8,-3
1941,84,9,11
1942,84,10,4
1943,84,11,-15
1944,84,12,1
1945,84,13,-12
1946,84,14,20
1947,84,15,-19
1948,84,16,2
1949,84,17,-20
1950,84,18,-7
1951,84,19,4
1952,84,20,12
1953,84,21,1
1954,84,22,17
1955,85,0,2
1956,85,1,20
1957,85,2,14
1958,85,3,4
1959,85,4,6
1960,85,5,-11
1961,85,6,-9
1962,85,7,1
1963,85,8,7
1964,85,9,4
1965,85,10,20
1966,85,11,-17
1967,85,12,9
1968,85,13,-6
1969,85,14,11
1970,85,15,14
1971,85,16,8
1972,85,17,17
1973,85,18,-19
1974,85,19,0
1975,85,20,-8
1976,85,21,9
1977,85,22,3
1978,86,0,17
1979,86,1,17
1980,86,2,3
1981,86,3,13
1982,86,4,-14
1983,86,5,-10
1984,86,6,-3
1985,86,7,12
1986,86,8,-11
1987,86,9,-18
1988,86,10,-20
1989,86,11,11
1990,86,12,-11
1991,86,13,16
1992,86,14,3
1993,86,15,6
1994,86,16,-18
1995,86,17,10
1996,86,18,20
1997,86,19,3
1998,86,20,-12
1999,86,21,18
2000,86,22,-3
2001,87,0,-1
2002,87,1,-12
2003,87,2,6
2004,87,3,-2
2005,87,4,9
2006,87,5,16
2007,87,6,-14
2008,87,7,-10
2009,87,8,-11
2010,87,9,15
2011,87,10,17
2012,87,11,-16
2013,87,12,1
2014,87,13,-12
2015,87,14,0
2016,87,15,-5
2017,87,16,13
2018,87,17,0
2019,87,18,-4
2020,87,19,-20
2021,87,20,3
2022,87,21,-15
2023,87,22,-17
2024,88,0,-7
2025,88,1,15
2026,88,2,8
2027,88,3,17
2028,88,4,18
2029,88,5,-2
2030,88,6,16
2031,88,7,2
2032,88,8,-15
2033,88,9,10
2034,88,10,7
2035,88,11,8
2036,88,12,8
2037,88,13,13
2038,88,14,19
2039,88,15,1
2040,88,16,-19
2041,88,17,-10
2042,88,18,-15
2043,88,19,-10
2044,88,20,-18
2045,88,21,19
2046,88,22,10
2047,89,0,5
2048,89,1,13
2049,89,2,12
2050,89,3,6
2051,89,4,15
2052,89,5,5
2053,89,6,15
2054,89,7,-12
2055,89,8,-5
2056,89,9,-8
2057,89,10,5
2058,89,11,-1
2059,89,12,12
2060,89,13,-6
2061,89,14,-11
2062,89,15,-1
2063,89,16,-10
2064,89,17,-13
2065,89,18,4
2066,89,19,20
2067,89,20,0
2068,89,21,-8
2069,89,22,1
2070,90,0,16
2071,90,1,-19
2072,90,2,-17
2073,90,3,16
2074,90,4,-4
2075,90,5,14
2076,90,6,16
2077,90,7,-6
2078,90,8,-20
2079,90,9,-20
2080,90,10,6
2081,90,11,-4
2082,90,12,-3
2083,90,13,-1
2084,90,14,20
2085,90,15,-19
2086,90,16,-16
2087,90,17,12
2088,90,18,5
2089,90,19,-3
2090,90,20,10
2091,90,21,-15
2092,90,22,19
2093,91,0,15
2094,91,1,-5
2095,91,2,9
2096,91,3,16
2097,91,4,20
2098,91,5,1
2099,91,6,-19
2100,91,7,1
2101,91,8,-12
2102,91,9,-19
2103,91,10,-15
2104,91,11,-7
2105,91,12,18
2106,91,13,-7
2107,91,14,4
2108,91,15,18
2109,91,16,5
2110,91,17,-2
2111,91,18,0
2112,91,19,-2
2113,91,20,18
2114,91,21,17
2115,91,22,-18
2116,92,0,-16
2117,92,1,-8
2118,92,2,-18
2119,92,3,15
2120,92,4,11
2121,92,5,-3
2122,92,6,-19
2123,92,7,18
2124,92,8,-20
2125,92,9,-7
2126,92,10,7
2127,92,11,16
2128,92,12,-11
2129,92,13,-20
2130,92,14,-9
2131,92,15,3
2132,92,16,4
2133,92,17,-10
2134,92,18,15
2135,92,19,6
2136,92,20,11
2137,92,21,13
2138,92,22,11
2139,93,0,2
2140,93,1,-7
2141,93,2,16
2142,93,3,10
2143,93,4,14
2144,93,5,-8
2145,93,6,12
2146,93,7,19
2147,93,8,17
2148,93,9,19
2149,93,10,-3
2150,93,11,0
2151,93,12,7
2152,93,13,16
2153,93,14,-5
2154,93,15,7
2155,93,16,17
2156,93,17,18
2157,93,18,11
2158,93,19,10
2159,93,20,-6
2160,93,21,-10
2161,93,22,19
2162,94,0,-5
2163,94,1,-1
2164,94,2,9
2165,94,3,2
2166,94,4,-16
2167,94,5,10
2168,94,6,-10
2169,94,7,5
2170,94,8,-14
2171,94,9,-11
2172,94,10,-15
2173,94,11,8
2174,94,12,8
2175,94,13,4
2176,94,14,18
2177,94,15,-8
2178,94,16,14
2179,94,17,0
2180,94,18,0
2181,94,19,15
2182,94,20,16
2183,94,21,-5
2184,94,22,-19
2185,95,0,2
2186,95,1,-6
2187,95,2,2
2188,95,3,-20
2189,95,4,-3
2190,95,5,-6
2191,95,6,11
2192,95,7,-16
2193,95,8,6
2194,95,9,20
2195,95,10,-11
2196,95,11,-15
2197,95,12,14
2198,95,13,3
2199,95,14,-18
2200,95,15,16
2201,95,16,-18
2202,95,17,-13
2203,95,18,-19
2204,95,19,6
2205,95,20,17
2206,95,21,13
2207,95,22,20
2208,96,0,7
2209,96,1,-3
2210,96,2,1
2211,96,3,7
2212,96,4,-10
2213,96,5,14
2214,96,6,7
2215,96,7,-2
2216,96,8,-10
2217,96,9,-16
2218,96,10,13
2219,96,11,-3
2220,96,12,-16
2221,96,13,6
2222,96,14,-4
2223,96,15,13
2224,96,16,19
2225,96,17,17
2226,96,18,-13
2227,96,19,1
2228,96,20,4
2229,96,21,-8
2230,96,22,-12
2231,97,0,3
2232,97,1,-14
2233,97,2,12
2234,97,3,-12
2235,97,4,2
2236,97,5,-13
2237,97,6,-12
2238,97,7,-18
2239,97,8,16
2240,97,9,-14
2241,97,10,-18
2242,97,11,-20
2243,97,12,-6
2244,97,13,-1
2245,97,14,-8
2246,97,15,-17
2247,97,16,-15
2248,97,17,-17
2249,97,18,-20
2250,97,19,-5
2251,97,20,-1
2252,97,21,10
2253,97,22,-12
2254,98,0,-3
2255,98,1,8
2256,98,2,15
2257,98,3,13
2258,98,4,-13
2259,98,5,16
2260,98,6,1
2261,98,7,-5
2262,98,8,-5
2263,98,9,-7
2264,98,10,-4
2265,98,11,-15
2266,98,12,20
2267,98,13,-15
2268,98,14,14
2269,98,15,7
2270,98,16,-9
2271,98,17,18
2272,98,18,16
2273,98,19,-13
2274,98,20,1
2275,98,21,13
2276,98,22,3
2277,99,0,1
2278,99,1,14
2279,99,2,17
2280,99,3,-8
2281,99,4,6
2282,99,5,19
2283,99,6,-19
2284,99,7,-20
2285,99,8,19
2286,99,9,-8
2287,99,10,-6
2288,99,11,-5
2289,99,12,0
2290,99,13,-14
2291,99,14,-16
2292,99,15,-13
2293,99,16,16
2294,99,17,2
2295,99,18,10
2296,99,19,0
2297,99,20,-5
2298,99,21,2
2299,99,22,-19
2300,100,0,1
2301,100,1,-18
2302,100,2,-6
2303,100,3,-12
2304,100,4,18
2305,100,5,11
2306,100,6,-10
2307,100,7,0
2308,100,8,20
2309,100,9,-9
2310,100,10,9
2311,100,11,11
2312,100,12,2
2313,100,13,14
2314,100,14,-14
2315,100,15,4
2316,100,16,15
2317,100,17,14
2318,100,18,-5
2319,100,19,12
2320,100,20,11
2321,100,21,-1
2322,100,22,8
2323,101,0,12
2324,101,1,-14
2325,101,2,12
2326,101,3,5
2327,101,4,16
2328,101,5,13
2329,101,6,-6
2330,101,7,-2
2331,101,8,-9
2332,101,9,-13
2333,101,10,-5
2334,101,11,-11
2335,101,12,13
2336,101,13,-14
2337,101,14,7
2338,101,15,-1
2339,101,16,-13
2340,101,17,19
2341,101,18,-4
2342,101,19,18
2343,101,20,-12
2344,101,21,8
2345,101,22,19
2346,102,0,12
2347,102,1,-8
2348,102,2,-6
2349,102,3,14
2350,102,4,-6
2351,102,5,-14
2352,102,6,3
2353,102,7,-13
2354,102,8,2
2355,102,9,-17
2356,102,10,4
2357,102,11,-7
2358,102,12,-14
2359,102,13,17
2360,102,14,-15
2361,102,15,20
2362,102,16,-4
2363,102,17,-12
2364,102,18,-11
2365,102,19,4
2366,102,20,1
2367,102,21,-3
2368,102,22,7
2369,103,0,-2
2370,103,1,-6
2371,103,2,5
2372,103,3,1
2373,103,4,11
2374,103,5,-7
2375,103,6,14
2376,103,7,-17
2377,103,8,14
2378,103,9,-1
2379,103,10,11
2380,103,11,17
2381,103,12,15
2382,103,13,-2
2383,103,14,3
2384,103,15,9
2385,103,16,-10
2386,103,17,11
2387,103,18,0
2388,103,19,10
2389,103,20,7
2390,103,21,7
2391,103,22,6
2392,104,0,0
2393,104,1,-10
2394,104,2,13
2395,104,3,12
2396,104,4,-12
2397,104,5,-4
2398,104,6,17
2399,104,7,-14
2400,104,8,2
2401,104,9,3
2402,104,10,2
2403,104,11,16
2404,104,12,20
2405,104,13,-10
2406,104,14,2
2407,104,15,-18
2408,104,16,14
2409,104,17,9
2410,104,18,2
2411,104,19,-3
2412,104,20,19
2413,104,21,9
2414,104,22,-20
2415,105,0,-7
2416,105,1,-20
2417,105,2,16
2418,105,3,15
2419,105,4,-4
2420,105,5,4
2421,105,6,-13
2422,105,7,15
2423,105,8,-2
2424,105,9,0
2425,105,10,1
2426,105,11,10
2427,105,12,-20
2428,105,13,4
2429,105,14,-1
2430,105,15,18
2431,105,16,-4
2432,105,17,18
2433,105,18,-15
2434,105,19,-11
2435,105,20,18
2436,105,21,-7
2437,105,22,10
2438,106,0,0
2439,106,1,19
2440,106,2,5
2441,106,3,-17
2442,106,4,20
2443,106,5,-13
2444,106,6,17
2445,106,7,-13
2446,106,8,9
2447,106,9,17
2448,106,10,-9
2449,106,11,0
2450,106,12,20
2451,106,13,19
2452,106,14,7
2453,106,15,-9
2454,106,16,19
2455,106,17,13
2456,106,18,4
2457,106,19,14
2458,106,20,17
2459,106,21,18
2460,106,22,3
2461,107,0,7
2462,107,1,10
2463,107,2,-7
2464,107,3,18
2465,107,4,1
2466,107,5,-18
2467,107,6,-4
2468,107,7,-7
2469,107,8,4
2470,107,9,20
2471,107,10,-3
2472,107,11,12
2473,107,12,-11
2474,107,13,1
2475,107,14,1
2476,107,15,-13
2477,107,16,-20
2478,107,17,12
2479,107,18,9
2480,107,19,10
2481,107,20,11
2482,107,21,-7
2483,107,22,-4
2484,108,0,9
2485,108,1,13
2486,108,2,14
2487,108,3,-6
2488,108,4,-18
2489,108,5,13
2490,108,6,-1
2491,108,7,16
2492,108,8,7
2493,108,9,-20
2494,108,10,1
2495,108,11,-3
2496,108,12,1
2497,108,13,-17
2498,108,14,-3
2499,108,15,-18
2500,108,16,3
2501,108,17,-14
2502,108,18,17
2503,108,19,6
2504,108,20,20
2505,108,21,20
2506,108,22,-6
2507,109,0,5
2508,109,1,-6
2509,109,2,-8
2510,109,3,-3
2511,109,4,-13
2512,109,5,-15
2513,109,6,-10
2514,109,7,12
2515,109,8,13
2516,109,9,5
2517,109,10,15
2518,109,11,-13
2519,109,12,18
2520,109,13,14
2521,109,14,-2
2522,109,15,-16
2523,109,16,18
2524,109,17,9
2525,109,18,-2
2526,109,19,14
2527,109,20,-2
2528,109,21,-5
2529,109,22,-16
2530,110,0,5
2531,110,1,-20
2532,110,2,-6
2533,110,3,-18
2534,110,4,-2
2535,110,5,7
2536,110,6,-1
2537,110,7,6
2538,110,8,3
2539,110,9,4
2540,110,10,17
2541,110,11,-10
2542,110,12,16
2543,110,13,13
2544,110,14,-16
2545,110,15,10
2546,110,16,8
2547,110,17,5
2548,110,18,17
2549,110,19,15
2550,110,20,-6
2551,110,21,2
2552,110,22,8
2553,111,0,10
2554,111,1,-17
2555,111,2,-14
2556,111,3,18
2557,111,4,-15
2558,111,5,19
2559,111,6,-4
2560,111,7,-1
2561,111,8,-10
2562,111,9,9
2563,111,10,-16
2564,111,11,0
2565,111,12,-16
2566,111,13,-10
2567,111,14,0
2568,111,15,5
2569,111,16,18
2570,111,17,1
2571,111,18,16
2572,111,19,-2
2573,111,20,20
2574,111,21,-13
2575,111,22,-11
2576,112,0,-5
2577,112,1,-20
2578,112,2,17
2579,112,3,-16
2580,112,4,20
2581,112,5,11
2582,112,6,18
2583,112,7,19
2584,112,8,17
2585,112,9,13
2586,112,10,2
2587,112,11,-19
2588,112,12,-12
2589,112,13,17
2590,112,14,-20
2591,112,15,17
2592,112,16,-4
2593,112,17,0
2594,112,18,-2
2595,112,19,-14
2596,112,20,15
2597,112,21,17
2598,112,22,-2
2599,113,0,18
2600,113,1,-11
2601,113,2,-13
2602,113,3,9
2603,113,4,-12
2604,113,5,18
2605,113,6,3
2606,113,7,-14
2607,113,8,12
2608,113,9,20
2609,113,10,-8
2610,113,11,5
2611,113,12,-2
2612,113,13,-2
2613,113,14,-20
2614,113,15,18
2615,113,16,-20
2616,113,17,10
2617,113,18,-2
2618,113,19,-1
2619,113,20,0
2620,113,21,3
2621,113,22,-19
2622,114,0,-18
2623,114,1,17
2624,114,2,-2
2625,114,3,-7
2626,114,4,-20
2627,114,5,7
2628,114,6,-11
2629,114,7,7
2630,114,8,3
2631,114,9,-8
2632,114,10,-14
2633,114,11,-16
2634,114,12,7
2635,114,13,19
2636,114,14,-7
2637,114,15,15
2638,114,16,5
2639,114,17,3
2640,114,18,10
2641,114,19,0
2642,114,20,-17
2643,114,21,10
2644,114,22,0
2645,115,0,8
2646,115,1,11
2647,115,2,3
2648,115,3,-18
2649,115,4,-19
2650,115,5,-12
2651,115,6,4
2652,115,7,-8
2653,115,8,11
2654,115,9,-3
2655,115,10,12
2656,115,11,-3
2657,115,12,-13
2658,115,13,-7
2659,115,14,-14
2660,115,15,-9
2661,115,16,1
2662,115,17,3
2663,115,18,18
2664,115,19,20
2665,115,20,-18
2666,115,21,-17
2667,115,22,9
2668,116,0,20
2669,116,1,-3
2670,116,2,19
2671,116,3,-11
2672,116,4,-18
2673,116,5,11
2674,116,6,-20
2675,116,7,-17
2676,116,8,-2
2677,116,9,6
2678,116,10,-12
2679,116,11,1
2680,116,12,-9
2681,116,13,18
2682,116,14,19
2683,116,15,-17
2684,116,16,19
2685,116,17,19
2686,116,18,-18
2687,116,19,5
2688,116,20,-7
2689,116,21,15
2690,116,22,14
2691,117,0,-5
2692,117,1,-8
2693,117,2,-5
2694,117,3,-8
2695,117,4,-2
2696,117,5,-17
2697,117,6,-9
2698,117,7,3
2699,117,8,10
2700,117,9,-13
2701,117,10,12
2702,117,11,14
2703,117,12,4
2704,117,13,-12
2705,117,14,2
2706,117,15,10
2707,117,16,-7
2708,117,17,15
2709,117,18,-1
2710,117,19,-7
2711,117,20,-10
2712,117,21,-9
2713,117,22,-17
2714,118,0,11
2715,118,1,6
2716,118,2,-9
2717,118,3,15
2718,118,4,19
2719,118,5,-20
2720,118,6,-3
2721,118,7,11
2722,118,8,5
2723,118,9,-10
2724,118,10,-1
2725,118,11,-5
2726,118,12,16
2727,118,13,0
2728,118,14,14
2729,118,15,12
2730,118,16,-10
2731,118,17,6
2732,118,18,18
2733,118,19,-16
2734,118,20,17
2735,118,21,7
2736,118,22,-1
2737,119,0,-14
2738,119,1,-3
2739,119,2,20
2740,119,3,9
2741,119,4,-14
2742,119,5,1
2743,119,6,4
2744,119,7,-8
2745,119,8,0
2746,119,9,-9
2747,119,10,6
2748,119,11,-8
2749,119,12,7
2750,119,13,3
2751,119,14,-20
2752,119,15,0
2753,119,16,-17
2754,119,17,-14
2755,119,18,-18
2756,119,19,-2
2757,119,20,5
2758,119,21,-14
2759,119,22,10
2760,120,0,-15
2761,120,1,4
2762,120,2,-3
2763,120,3,-1
2764,120,4,-15
2765,120,5,17
2766,120,6,-19
2767,120,7,18
2768,120,8,-19
2769,120,9,-13
2770,120,10,-2
2771,120,11,18
2772,120,12,-4
2773,120,13,11
2774,120,14,19
2775,120,15,13
2776,120,16,14
2777,120,17,16
2778,120,18,7
2779,120,19,-15
2780,120,20,14
2781,120,21,13
2782,120,22,20
2783,121,0,11
2784,121,1,-10
2785,121,2,10
2786,121,3,-17
2787,121,4,-14
2788,121,5,3
2789,121,6,2
2790,121,7,-18
2791,121,8,-15
2792,121,9,-9
2793,121,10,-7
2794,121,11,5
2795,121,12,3
2796,121,13,-14
2797,121,14,-3
2798,121,15,1
2799,121,16,15
2800,121,17,-9
2801,121,18,14
2802,121,19,-20
2803,121,20,1
2804,121,21,-15
2805,121,22,2
2806,122,0,7
2807,122,1,-12
2808,122,2,20
2809,122,3,8
2810,122,4,-2
2811,122,5,-20
2812,122,6,20
2813,122,7,7
2814,122,8,6
2815,122,9,-20
2816,122,10,-7
2817,122,11,-12
2818,122,12,-2
2819,122,13,4
2820,122,14,18
2821,122,15,10
2822,122,16,-19
2823,122,17,-7
2824,122,18,19
2825,122,19,-12
2826,122,20,5
2827,122,21,16
2828,122,22,13
2829,123,0,3
2830,123,1,-14
2831,123,2,8
2832,123,3,-8
2833,123,4,0
2834,123,5,-17
2835,123,6,-1
2836,123,7,13
2837,123,8,-5
2838,123,9,3
2839,123,10,-19
2840,123,11,8
2841,123,12,0
2842,123,13,-14
2843,123,14,4
2844,123,15,-19
2845,123,16,-17
2846,123,17,-15
2847,123,18,-3
2848,123,19,2
2849,123,20,-9
2850,123,21,12
2851,123,22,-1
2852,124,0,12
2853,124,1,-16
2854,124,2,14
2855,124,3,-7
2856,124,4,-6
2857,124,5,-4
2858,124,6,20
2859,124,7,5
2860,124,8,17
2861,124,9,11
2862,124,10,-18
2863,124,11,-20
2864,124,12,-14
2865,124,13,-5
2866,124,14,-20
2867,124,15,-19
2868,124,16,-5
2869,124,17,19
2870,124,18,-1
2871,124,19,13
2872,124,20,14
2873,124,21,-14
2874,124,22,5
2875,125,0,7
2876,125,1,0
2877,125,2,2
2878,125,3,-8
2879,125,4,-2
2880,125,5,15
2881,125,6,-10
2882,125,7,-6
2883,125,8,18
2884,125,9,9
2885,125,10,0
2886,125,11,-19
2887,125,12,9
2888,125,13,-13
2889,125,14,10
2890,125,15,-17
2891,125,16,-13
2892,125,17,-7
2893,125,18,12
2894,125,19,17
2895,125,20,6
2896,125,21,19
2897,125,22,16
2898,126,0,-17
2899,126,1,20
2900,126,2,4
2901,126,3,0
2902,126,4,11
2903,126,5,-3
2904,126,6,5
2905,126,7,3
2906,126,8,6
2907,126,9,-1
2908,126,10,5
2909,126,11,13
2910,126,12,3
2911,126,13,-8
2912,126,14,-12
2913,126,15,-13
2914,126,16,5
2915,126,17,14
2916,126,18,-9
2917,126,19,-20
2918,126,20,-17
2919,126,21,-10
2920,126,22,16
2921,127,0,-16
2922,127,1,-13
2923,127,2,-16
2924,127,3,-6
2925,127,4,-12
2926,127,5,-6
2927,127,6,4
2928,127,7,-8
2929,127,8,6
2930,127,9,12
2931,127,10,1
2932,127,11,7
2933,127,12,9
2934,127,13,-19
2935,127,14,-15
2936,127,15,2
2937,127,16,6
2938,127,17,-3
2939,127,18,4
2940,127,19,-1
2941,127,20,-8
2942,127,21,-19
2943,127,22,-20
2944,128,0,-10
2945,128,1,11
2946,128,2,-6
2947,128,3,12
2948,128,4,11
2949,128,5,8
2950,128,6,-12
2951,128,7,2
2952,128,8,14
2953,128,9,3
2954,128,10,17
2955,128,11,8
2956,128,12,1
2957,128,13,6
2958,128,14,18
2959,128,15,-8
2960,128,16,-17
2961,128,17,-4
2962,128,18,17
2963,128,19,-12
2964,128,20,16
2965,128,21,7
2966,128,22,-20
2967,129,0,2
2968,129,1,-1
2969,129,2,16
2970,129,3,-19
2971,129,4,1
2972,129,5,10
2973,129,6,-11
2974,129,7,7
2975,129,8,0
2976,129,9,4
2977,129,10,11
2978,129,11,-18
2979,129,12,-8
2980,129,13,8
2981,129,14,-18
2982,129,15,-19
2983,129,16,5
2984,129,17,1
2985,129,18,-3
2986,129,19,-11
2987,129,20,-18
2988,129,21,-7
2989,129,22,8
2990,130,0,2
2991,130,1,4
2992,130,2,-6
2993,130,3,-16
2994,130,4,-17
2995,130,5,3
2996,130,6,10
2997,130,7,18
2998,130,8,6
2999,130,9,5
3000,130,10,-2
3001,130,11,-10
3002,130,12,-1
3003,130,13,-7
3004,130,14,-18
3005,130,15,7
3006,130,16,-2
3007,130,17,-10
3008,130,18,0
3009,130,19,-5
3010,130,20,-4
3011,130,21,-7
3012,130,22,-12
3013,131,0,4
3014,131,1,-12
3015,131,2,-3
3016,131,3,10
3017,131,4,-18
3018,131,5,5
3019,131,6,5
3020,131,7,-17
3021,131,8,-7
3022,131,9,17
3023,131,10,-9
3024,131,11,11
3025,131,12,20
3026,131,13,-9
3027,131,14,-7
3028,131,15,6
3029,131,16,14
3030,131,17,-17
3031,131,18,19
3032,131,19,-12
3033,131,20,11
3034,131,21,17
3035,131,22,-2
3036,132,0,-9
3037,132,1,-5
3038,132,2,17
3039,132,3,10
3040,132,4,-9
3041,132,5,-9
3042,132,6,12
3043,132,7,7
3044,132,8,7
3045,132,9,-18
3046,132,10,-2
3047,132,11,-8
3048,132,12,-12
